score,content
5,graphics is very good and story line is best
2,awesome game but a lot of pay to play the pity system is terrible and will probably not let me build the teams i want instead i try to play with the team i have got sending couple of one hundreds of dollars will set anyone up very well free to play options is available but guess that is just a minimal thing if you do not spend even a penny on the game update after playing for a long time i quit this game because it was just making no sense as the catch up is too much if you discontinued for a week
5,all good when you have at least one ss tier dps otherwise its hard to fight some bosses
4,a very good game with beautiful graphics and nice gameplay sometimes the game feels boring and i feel like some of the characters and some of the story is pretty bad but i guess its ok eight over ten for me
4,it is a great game with amazing animations but every so often if you do not have enough data or your wifi plays up a little your phone tablet will start glitching a bit but all you have to do is close the app down turn your device off and wait a while turn your device back on and open the app and it works fine
5,it is a very good game i have just started it and it is brilliant the graphics characters attacks weapons animals and the best part storyline brilliant and from starting i was big fan of mythical things and adventures things and i even like anime so if you like mythic and adventure this game is for you
5,i was eagerly waiting for this game and when it finally came out i was so stunned to see that they made it open world with a great story the controls story gameplay graphics and the mechanics are all great the only thing that breaks immersion is how the camera suddenly faces down when we fall and stays at that angle overall mechanics of fighting is just awesome this is truly a paradise for gamers
4,i absolutely love this game it is been a comfort game of mine for years now i want to continue with this game but i am starting to run out of storage for it i love the game but there needs to be something else for storage management i have deleted many apps because of the storage but still barely have enough room
4,even though i did not l the y anniversary awards the company has nothing to do with the game itself as much as it sounds weird this game changed my life for the better started bonding with friends more escape reality and play with favorite characters not to mention beautiful graphics character design and genius voice acting wish the awards could be as good as in the beginning but still a great experience
5,besides the gacha system everything else is top notch and the developers take the community seriously and many players are friendly and will accompany you on your early days and who could resist free in game rewards right which is so so frequent and apart from that the character designs and sceneries and enemies are such a masterpiece and the graphic quality is as good now i am currently on my ar fifty six i have been playing for a long time tho it takes space but hey it is worth it
3,works very well on my mobile device textures pop in and out of existence at times reconnecting if you have to pop out of the game for a second is very smooth impressive story is very confusing from the start characters do not know each other but talk like they have interacted at least a few times before
5,love the game and enjoyed the adventure but i found a bug that happened to me twice both on cp and pc after leaving co op the game does not read the characters i was not using during co op it is like the system forgot i have other characters and cannot change in game if i swap switch the existing party it goes to the character screen but it is blank and if i go to the character option in the paimon button no character appears and the name is replace with txtcharname
5,i really like the story the characters the animation everything it has a really big potential and it is quite good to play earlier the sound glitching problems was more frequent now it became more rare also it is lagging sometimes i am not quite sure if it is my phones fault or the games fault but other than that it is one of my favourite game so far
5,it is a great game great graphics and i love the open world however i have two issues with the game it needs to be further optimized on my and poco x it faces fps drops in medium graphics there is nothing self learning in the game they teach you everything for example the puzzles of the dungeons but other than that is an excellent game edit most of the problems faced in my previous review were solved the optimization impoved and also i was mesmerized with the game events
1,the game is amazing except that it keeps on lagging the faces the ground characters buildings and items would disappear the first time i saw the dragon the whole time in the cut scene it was just lagging so much even when i fought it i couldnt even see anything on the screen anymore but i managed so the problem is either my phone or the game and im using an oppo
5,for a free to play game you are getting a huge amount of actually really good gameplay putting aside the gacha system which you definitely should investigate a little before getting into the game it is beautiful interesting enough and depending if you stay on your phone or change to pc or console challenging enough as well it does have problems after several hours of gameplay in terms of what you can do but if you are a casual player you will not even notice them do give it a try
5,hoyoverse respond to me about my stolen account issue less than days thank you eventhough i need to notice them from my google review and lots of email submissions i know hoyo team is trying their best thank you
5,when can this game be put on the switch ill love that and i lost my account and had to start over i mean i dont mind but i had made it so far and unlocked so meny characters
4,one of the best games on my phone the gameplay is the most fun aspect to me because of the element physics and its pretty fun to experiment with it especially since the devs give you five characters quickly the history of the world being able to be found in books is a great idea since its choice the only problem i have is that the loot takes so long to appear and i have to tap it slowly for it register which is undeniably annoying because i grind instead of shopping not that its needed to buy
5,this was so fun and interesting game i loved it sooo much and i even played it with my friends and they loved it to
4,it is been awhile since i found good rgp for my phone low and behold genshin impact comes along it is a great game no real problems with it but i have one major complaint why did you turn the main characters attribute to earth in my opinion she was better as wind type alot of the main and the side story line you need a wind type complete and to me you nerfed her down to almost unusable in a lot of the missions granted there are plenty wind types in the game but please turn her back
3,game is very fun and good based on experience educational entertaining and very detailed the world quests and story quests are also good fun detailed and it makes so much sense and sometimes confusing which makes me make some of my own theories only problemo is the fandom community its kind of getting toxic i hope hoyo take care of that next
4,the game is great but there are some things i want to point out lowest resolutions more like medium for me lower the resolution more please when using marksmen i cannot aim buttons are too close to each other four camera angles when in a fight are annoying it always focuses on the grass blocking the fight
4,quite fun the quests are super long and you do not earn much from them tho i do not really like the whole wish system i hate the fact that i have to pull ten wishes in order to get only new character or if you are super super lucky but it really frustrates me out as there are many people that cannot pay to get as much primogems as a beginner it is quite hard to earn primogems so it is very hard for me to actually get a new character the quests do not usually give primogems also
4,it is a great game with good graphics it is just that it is a bit choppy with the graphics since i have a four gb ram phone the storage it takes too is six gb would be an improvement for the game to be open to more people that has small storage space left i would also suggest it to work on making it more smoother for four gb phone since it is a bit choppy as i said
4,amazing game great graphics and easy controls needs some work here and there co op mode needs some work to allow players to assist each other in not just daily commissions but also regular story missions if they have anything in common or for example side quests when playing co op mode i cannot even view my missions and every domain i try cannot be played in multiplayer mode also the game should have controller input support or have control mapping because it makes it easier for many players
5,it is a really good game i love it but the thing is the space it takes i see it at the top of my list of things that take up space for my phone i think it is above a four but less than five i really like it though ️ edit since released i experience a crash in the game when i am underwater i cannot play because of it i hope this get fixed
3,the game got a lot better some bugs are fixed i hope they keep up the great work i also hope server lag issues get fixed because as a mobile player there were some instances wherw the pick up option or button does not appear quickly letting some valuable resources go away crystal fly cores and sometimes the mobs does not drop anything or if they do the drops are far from where it died or sometimes it does not give anything at all i hope these issues get fixed and give us more primogems pls
5,have not played too far yet but easily five five so far would get a six five with controller support that is the only thing missing so i have to use a third party app to overlay the button presses which results in some lag issues but that is not the games fault that being said it really is the only thing missing from me giving it a six five score please devs fix controller support
5,my favorite game and the best game ever with the majestic plot that i have ever played
1,they never improved the game or added end game dont waste ur time it will be fun for a couple months then you will get sick of it like everyone else
4,the game is so good the storyline gameplay everything is perfect but in the loading screen it stops at snowflake and does not move at all i kept it like that for ten min and still no progress i really want to complete this game it seems few other people are also having this problem after reading the forums the app developers pls look into this problem
4,gameplay is one of the most fun experiences i have ever had and graphics are of amazing quality that i have never seen before in a mobile game however i have an issue where the cutscenes tend to always freeze and crash the game where i have to restart the game constantly if this issue is fixed this will on the top of my list for the best mobile game to play on the app store
1,i already downloaded my resources but what is this when i open the app it start downloading the resources again which is i already downloaded it please fix this problem
1,i loved this game but the trails in tianqiu quest ruined it because i cannot progress thurther and i am not at a high enough level to beat it i did not even know it would not let me cancel it please add a option to cancel quests so we can progress and if you are going to not do that at least give a clear warning to show you cannot progress
5,a love this game tho r i p to me for also playing on mobile i still really love the game i wanna star saving up to get venti fontaine looks beautiful the characters have very cool and beautiful designs to the underwater thing for fontaine sounded sick even my dad loved it cuz of how cool it looks
5,i honestly cannot praise this game enough this takes breath of the wild as a base and adds all the qol you would want weapons do not break upgrade health and stamina together level ups and the freedom to explore plus one hundred percent no strings attached co op aaa games nowadays need to pay attention to this one i wish the mobile versions started with controller support but i can map my own buttons anyways currently mainly playing on pc with my sixty controller but i had to leave a review it is that good
2,the security in this game needs fixing my year arfifty six account got hacked even though i only shared my info abt my account on my close friends and i cant even get it recover
4,generally an excellent game but it comes with it is problems the resources are really scarce and even when completing all events it is hard to level all characters you want you always have to choose carefully what you will invest into additionally the late game is kinda boring apart from events you basically have spiral abyss only which is thirty minutes of gameplay every two weeks i just wished there was more things to do and more rewards for getting strong and high adventure rank
5,best gacha game out there great graphics over all and totally free to play spending money is a choice to just speed up the process with just free characters that are well built actually doing well in the game isnt hard at all however i would suggest that the mobile users are able to change button placement on the screen ability to change hud layout as it will definitely help out the mobile users to aim better with bow characters and have abit more comfort when playing the game
5,i love the quality so much but it needs more storage i risked my storage for this game lol make me sweat make me hotter make me lose my breath make me water xd
4,the game it is self is great the graphics is great the characters design is great the storyline is amazing tho now there not a lot to do not a lot of exploring all it is waiting for certain things commission events new quest resin etc and rewards you would get from exploring or from quest events is now going downhill i still love this game but i wish there were more ways to get rewards personal recommendation make the current parts of teyvat bigger like x two to x ten and add more loot
5,really awesome game i play it almost everyday the graphics story character designs mechanics the overall contents of the game are impeccable the only problem is it tends to crash on my device whenever i enter multiplayer especially during domains other than that this is one of the best games i have ever played and you will get addicted faster than james charless career flopped
5,love this game there is no schedule so can play on your own time great story cute characters lovely scenery it is some times laggy mobile and there are some aspects that are harder like lag collecting and crystal butterfly and others move to fast to catch it is very time consuming to level all characters skills weapons as the materials are either random drops or to few but over all very good game
4,to be fair to the game it really really is beautiful the graphics the open world the character and monster designs the weapons and their effects attack animations everything about the game is breathtakingly beautiful my only problem with it is that to appreciate the beauty of the game i unfortunately do not have a phone or pc with the ability to let the game run as smoothly as i wish it could based on the ads and other promos thank you for the beautiful game though hahaha
4,game is pretty great all around gameplay is fun although is not quite as intuitive as i would like and can often be finicky between switching characters mid combat and picking up bugs and fish game looks great and has a large open world to explore my only real gripe with the game is it is gacha system i realise the game is free to play and the devs need some way to turn a profit but the rates of the higher rarity characters is absurdly low and currency is just too scarce in game
4,the story line up is really good but it takes so much time to come up with the story quests for the past six months only filler quests are introduced
5,beautiful details no ads at all fun gameplay multiplayer and i like how each reigion has its own story behind it all characters have their own skill and have good designs i like how there are details on the speed depending on how tall they are but some cutscenes will not actually play and will freeze up like the one on windbloom festival no matter how good your phone is in total the game is a perfect choice for people who like adventure fighting fantasy and multiplayer games
4,amazing game one of the best rpgs i have played in years it gets buggy here and there but honestly with all the graphics it has to render at a time i dont blame it all you have to do if something stops working or if it starts crashing is close it and reopen and it will take you to the closes savepoint which also it saves very often so you never have to worry about losing anything which is perfect my only nitpick is paimon our companion she really rubs me the wrong way with her character
5,i love this game srsly from the character design over the story to the overall gameplay experience everything is just perfect it never gets boring since there are always new challenges events and quests for the gamer gamers have to think strategically before fighting enemies of different elements which makes it so much more interesting i recommend this game to everyone who likes adventures and rpg games
5,i love this game there is just requests can you maybe make the game to not take up too much storage that would be really helpful when it is saying downloading resources and stuff like that could you please make sure that when you close the app but it is in the background keep updating because i still have not been able to finish that unless i keep that on my screen other than that highly recommended
5,i really love this game on android but can you please make an option for the movement control to be moveable as apposed to being fixed i have big thumbs and i am having so much trouble with character movements especially in battle having theability to place your thumb anywhere in the lower left quadrant to move would be great also having the camera move to follow your movement so it always gives you a view from over your shoulder or back would be helpful as well please and thank you
5,it is a really fun game and i enjoy it immensely character and world design is beautiful and there is so much to discover the game is a bit large in storage space but with the right device it is super fun and easy to play
4,to be honest i have not played the game because i hate the mobile controls and my pc is not powerful enough but i do still want to play the game i was just wanting to ask if we could get some mobile controller support edit i have now played the game and i think the game is fantastic graphics are great and how smooth it runs is also great i sometimes have a few issues with the controls but aside from that i think it is well worth the amount of storage it takes up
4,for a brand new game it is really well done with only a few hiccups here an there the controls need some tuning for example adding a button for climbing would be nice also disabling the automatic camera movement would be really nice and being able to turn off auto target would be great but otherwise this game is wonderful
3,genshin is probably the most beautiful game you can play at the moment the univers is simply stunning the animations are great though i wish they could be skipped after they have been seen once like old school rpgs this is one of the points where mihoyo fails to draw from its predecesors the characters are generally well thought out and fun to discover where things get hard is once you actually play the game the controls are absolutely horrible and controller support is nowhere in sight ios has had this for nearly a year now but some of the workarounds people have come up with on android have led to users being banned leaving you to contend with very underwhelming touchscreen controls you will also find yourself fighting the engine much more than the enemies there are a number of ways the game becomes anti immersive from the constant zooming in depending on your combat actions there should simply be a way to turn off auto zoom off but this illudes the devs completely to enemies walking off a preset area mid fight where they will walk back to their spawn point and regen one hundred percent hp and have you start the fight over something to drive you insane when fighting new and more powerfull foes all in all the game is good but some basic improvements would make it much more enjoyable
4,great game just need more stores and ability to buy stuff
4,it is a nice game with stellar graphics i cannot say much about it yet it is a little laggy at times the thing i find super annoying is how i had to purge everything on my phone in order to have enough space to play this i hope it comes out for the switch soon because i would really like to play it on that and prevent my phone from exploding because of how much gb this game requires
4,i love both the game and the story but the lag just makes the game near unplayable at times the game completely freezes for a goodten over tenseconds and rare times even longer if there is some way to fix this every setting is on low lowest please let me know great game
2,beautiful game visually although it fails to keep players hooked and becomes an absolute nightmare to new players it is not well paced at all and it is easy to become bored or burnt out nowadays the updates have become huge there is no way to find any more space on my pc for this and to think there are regions still coming in the future please find a way to lower the number of gb it is insane
4,genshin is a great and addicting game but it would be so much better if you could transfer game data on different servers or play with anyone around the world instead of your designated server i have been playing for a few years now and it is quite enjoyable that request would things one hundred percent better that is just one and the only little flaw it has but other than that everything is great community is very helpful with helping eachother out and the events are fun would one hundred percent recommend
4,speaking as a pc player the game can be extremely hard to run for lower end devices and i couldnt even install it on my phone but other than that i dont have many problems easy to use controls and a beautiful environment it can get overwhelming with bunch of world quests to do but in any other aspect is a wonderful game keep it up
5,i have not played in a while my phone couldnt afford genshin anymore but i sure do enjoyed playing it it is an open world gameplay that let us explore teyvat as much as traveler can access not only that i could wish for characters i liked with variety of characters with different designs and combat style i sure did enjoy using them the game have fantastic graphics and designs i also had a fun time playing with my friends on co op i hope to be able to play this game once again
4,i am loving the game its graphics gameplay and storyline are over all pretty great buti have a few problems when it comes to some cut scenes which are glitchy on the graphics tho that could be because of my phone or my signal also idk why is it sort of clunky to aim with archers like sometimes i cannot move them to aim at my target or it just moves so slow and very little but it could be just a problem for phone either way if its a bug hope it will be fixed keep up the good work
5,i have been playing since january of twenty twenty one the game is absolutely captivating the visuals the story line down to time limited events the musical score the music in this game deserves an award from being real world regional correct and being unique is absolutely amazing some people say the dialog is too long for me it is not enough i love learning about this fantasy world and it is lore i wish the usage of the vas would increase than read only dialog that is my only gripe
4,phenomenal game graphics are top notch and the gameplay is interesting enough to keep you hooked for a long time very action packed and the fights are fun as they require tactics and skill after a point my only complain as a mobile player is the fact that the game closes if i accidentally click on another app for just a second the game takes a while to load so it gets annoying when you have to restart everytime you get a call or accidentally click on a notification
4,the game is visually stunning and defiantly something i have recommended to friends and acquaintances i love the open world aspect the characters designs and most of the story the new inazuma update is lacking the story telling and build up that monstadt and liyue were given making it difficult to feel any way towards the characters also as someone in the higher levels i find it difficult to keep the motivation to trudge through dungeons for artifacts when i get basically useless pieces
5,really the best open world rpg i have ever played i played it for fourmonths now i am ar fifty five the best open world experience i had in this game
5,whats up with the review deletion anyway love that there were a few qol changes and that xinyan was fixed seems like the backlash has finally made the game better would love some improvement for co op i do not like manually leaving the co op mode each time my friend leaves my world
4,this is a fun game at the start has a great story line and is beginner friendly though there are a few problems i have which is that after you reach a certain level there arent any more story quest which makes it boring and when you reach a higher level your daily quest gets pretty hard for a freeplay player like me events also get very hard and some of them are annoying i do really like this games but it gets boring because you are just in a loop everyday repeating everything
3,initially i was hooked to this game i usually do not play any games rather then puzzle games but this was an immediate exception after first few days it started to lag i still enjoyed it but then suddenly in one of the recent updates the game become so huge in size that my device couldnt update it with it is limited storage so i uninstalled and tried to reinstall still it says unable to download it is an awesome game but developers must think about data compression thank you
4,breath of the wild meets diablo graphics are amazing gameplay loop is fun and addicting only issue is controls no controller support and even if they add it they need to allow remapping of the controlls on pc playing on controller is atrocious it looks like the dev never played anything on a controller and just assigned the controlls randomly to the buttons
3,great game overall but it is too big i have been trying to clear up storage space on my device for days to make room for the new update but even though i have at least mb of storage left it will not download super frustrating
5,i have been waiting for this game since it is been announced the developers delivered the gameplay is great the graphics are stunning multiplayer is extremely fun and there is so much to do beyond exploring the summon rates could be better but for a free game it is alright since you can advance regardless of new units i would like to see the mobile version to support a gamepad
4,love the game i have been playing it for ages and i have never lost interest in it a few glitches here and there but over all pretty good the only thing that bothers me is i am do not everything that is out right now so i just log in and do my commissions but thats just me lol
5,winning is really hard and mostly get a five star only by pity need to save up so much and play for hours if u want to get ur fav five star
4,really really cool game but i do believe there is an issue where some of the character designs were a little off to what they should of been like how some characters were based of of poc but ended up being very light skinned other than the character design issues there are not many issues it runs a little slow sometimes but that is mostly it
5,i loveee this game so much and its great overalll though the disadvantages i barely got sleep and i did not go outside for almost months yeahh its crazy but true actually i got all the characters last banner and im grinding again but i now fixed my sleep sched and limited the hours i play so yall be careful and take care it is very addicting
5,its a great game beautiful graphics and is filled with a lot of character this game has obviously been made with love so five stars my only problem though is the loading process it takes forever i played the game for several hours and finally went off to eat and rehydrate but when i tried coming back it just took forever to load again loading things it already loaded
5,extremely fun and engaging story lines the characters and gear look fantastic and the game plays very smoothly making combat and exploring feel fluid the only thing i have a problem with is that i play on playstation and mobile and leaning towards dropping mobile because of no controller support i am on note ten plus playing using a touch screen is very frustrating most of the time this is a shame because playstation will miss out on events and promos that the other version will not like the recent road event
5,i downloaded it first because my friend kept nagging me to do so best choice ever the game has so many differents aspects that you will find one you will stay for the story is as great as the design and the coop system is really cool if you have friends to play with i totally recommend it beware you might get addicted and play ten h per day to keep up with your friends it happened to me
4,the game is very fun to play although i am always skipping the dialogue a lot cuz the fighting style is more interesting the puzzles are great it is a great game but no end game just one suggestion can we just have a choice where you can choose what you prefer black screen or white screen in the main screen after you opened game it hurts your eyes a lot and thank you if you reading this
4,its good but my device cant keep up for battery usage four thousand and six hundred mah for nearly six hours android eleven four gb ram one hundred twenty eight gb storage good sfx good japanese dub
3,the game was fun indeed but theres a certain point where travelers have no nothing to do in the game and likely would log off for example for high ar players theyre just gonna do commisions and condensed some resin because they already completed the game and theres a lot of problem inside the game where the resin cap is one hundred sixty while on star rail is on two hundred hope the developers see that many players struggle mostly free to play players
4,best game i have ever played on an android device only disadvantage is android version do not have a controller support
4,the game is fantastic amazing graphics story line characters open world type of deal and tons of things to do the cons if you do spend money on the game the best value for a buck is actually the nine ninety nine one if you were to spend one hundred dollar if you purchase the twenty nine point ninety nine pack three times you will actually get more gems then if you were to just purchase the forty nine point ninety nine or ninety nine point ninety nine pack something they should consider changing there are more two cons just not enough space to type them out
5,absolutely stunning game from graphics to gameplay to character design and story really ticks all the boxes for just about anyone i am also impressed that they got this to run so well on phones at the fidelity it is at i have already downloaded it three times on pc playstation and my phone eleven over ten would recommend to anyone
5,this game shows how far we have got into mobile gaming the graphics are good and the story is entertaining the voice acting is also excellent while the music is superb the only problem is the network issues the pings are high even in the correct server though this could be temporary and would be fixed soon i liked how you rewarded players who play this game in early release hoping for more
4,the game is honestly great the graphics are amazing the experience is awesome there is just one problem the stormterror quest now i do not know if its just me but i cannot get past the last light actuator thing by the time i get two of them in and i finish the last fight i would obviously try to get the thing in but it just disappeared i know its timed but this happened every time just when i step on the plate it disappears but other than that its a great game
5,really well done mobile game that is better than most console games really fun open world with actual fighting tactics using different elemental combinations only issue is some frame rate slowdowns that do not fix themselves without exiting the game it takes a long time to first load up but loading is miniscule after one recommendation is to have more variety of weapon drops as i have not changed weapons because i have only ever seen one purple one gifted to you
5,excellent game and history and enjoy the peace you found in the game and music just perfect waiting for the anime
3,great game but i freaking hate farming for handguards and fungi
3,not bad can tell that the story has awesome content i am disappointed in the range classes in the game i enjoy range classes the need to manually aim at the target is terrible you should consider implementing auto lock on to the targets camera view could be less messy i hope to zoom out from the character more
4,i have been playing this game for three years now and i have never had an error until the fontaine update came i kept having a note that says game files verification error and it makes me redo the entire loading again five or six times which makes me lose a large amount of time while playing the game i have been trying to find a solution for this to stop once and for all but it keeps telling me the same notification everytime please fix this issue so i can play your game calm and at peace
5,absolutely fantastic i fell in love with this game and ended up playing pretty much every day i have two play it on pc and the phone genshin impact i say that the pc version is easier to maneuver the story art and music is great i love the characters and even the npcs detail i finish playing this game for hours without interruption because there is too much to do in this game i do hope burning regen faster overall i give this game four five five
3,i cannot get past the bridge loading screen it says there is a error called error code forty and i cannot fix it no matter what i do i have tried closing and re opening the game turning my wifi on and off and even deleting and re installing it nothing will work im pretty sure its not my internet connection because everything else works perfectly fine my friend told me to download this game and that it is really good so that is why i gave it stars i jist need help fixing this bug thank you
5,having a fantastic time running this on the pc paired with a playstation controller the visuals are incredible gameplay is awesome and it reminds me of ni no kuni for free to play this is a very enjoyable game as it gives you very close to a full game experience if you do not mind not maxing out characters tried it on mobile definitely not the same experience due to the nature of mobile on screen controls a controller is a must
5,it is amazing the only problem is that it takes a lot of space but i do not mind it at all the game itself has very good graphic and the characters designs are amazing
4,i like the system easy to understand not too many functions but the story after stormbreaker seems boring well i am still below level forty so still a long way to go to finish the story i kind a dont like the default controller setting if you could allowed me to customise the button eg move attack button lower abit move the jump button upper a bit and so on i think it will be great
5,i am honestly having a great time with the game the primogems yall freely give out were more than enough to give me most of the characters i wanted so that is pretty cool one problem i have been having is that my game often times closes unexpectedly after just a few minutes of playing hopefully this is a problem on the games end and not because of my admittedly kinda trash phone other than that keep up the good work yall
3,needs an improvement while in combat or running or jumping the camera automatically moves to unnecessary directions and distracts me where i am going and what i am doing the trees and grass that appears behind the character i play in front of me does not fade opacity and i cannot see what i am doing where i am going and who i am fighting the navigation button is locked fixed but i am used to a more free moving navigation button which makes it easy to move dodge please please fix this issue
4,hey hoyoverse please add voice chat like other multiplayer games this would be a great change in the game
5,overall great game its open world character design is pretty neat graphics stunning
4,great game with some improvments left to be desired please add native controller support key mapping to the mobile version adding auto item pick up even if only for drop items would help a lot too the game is improving in the right direction and it will hopefully easier for casuals to finish dailies in less time while offer enough for devoted to do before five hit somewhere middle of next year
2,the game has used nineteen gigabytes on my phone friends tell me that its only twenty ish gigabytes however when i tried to continue downloading the resources it says that i have insufficient storage i have nine gigabytes left on my phone i am confused how it says that its insufficient fix this bug please
3,a great game but a big l on no controller support for android this is in theory very little development work to add as it is already supported on many other platforms rumours online say this may be a deal with apple to restrict that on android but that would be quite disappointing
3,i played this in pc the controls are good graphics is great environment is awesome and the interaction between environment is unique the music and sfx are on another level in other words it is very polished in terms of its environment mechanics and other things the only problem is the resin dungeons and bosses consume too much resin the one x and ten x wish is too expensive hope you make it more fair for players
5,one of the best open world mobile pc anime game character wep upgrade systems elemental system and battle system so great moreover great storyline i enjoyed playing the game
3,it is a really good and enjoyable game i like it but genshin impact have very annoying issue and that is the games refresh rate players have to play in sixty hz in the year twenty twenty three idk abut others but my eyes hurt when i am playing in sixtyhz and that is such a shame for this game
5,this game is superb clearly deserves the awards they received good graphics great storyline the animation is reaaally great and the content is worth the wait all the time a lot of people may complain about the unfairness of the game but i think it is fine since the developers aim to halt or slow down our progression especially when we are still on the tip of the iceberg there is still a lot of maps coming soon and i am excited for the future updates goodjob
4,good game been played since pandemic stopped for a year and re play it recently a suggestion is please remove or do another app for that tcg some of us not a fan of card game dont know how much space it use maybe could save some space for only open world genshin hahah thanks
5,there are no other words for genshin impact it is by far the best game i have ever played it offers real experience and the locations are similar to the real world plus the story lines are so convincing it makes you think it is real five star finally fontaine is here yay
5,i really love adventure role play and i change my review since i love the game so much i want you guys to suggest what phone brand would you recommend with this kind of big file gbs i hope its alright
4,this game is really fun it runs surprisingly well on mobile devices but i recommend using the lower settings for better ms and is legitimately beautiful in scenery the only issue with this game is that the storyline content is released slowly and over time which leaves not as much gameplay for higher leveled players the final game then will be a huge file difficult to run on mobile i reccomend but realize this game does take some commitment to get good and to finish
3,i play in a computer a windows ten and it is super laggy when ever i want to join a co op it takes forever to load like every ten seconds in the loading screen it says genshin impact is not responding i do not know if my computer is the problem but just fix this so i would not have to wait minutes in the loading screen but overall the game has good lore thanks hoyoverse d
4,great game the only problem that is why i rated this four stars is because if you minimize the game for example you are going to read a messege or text and then you are going back to the game it will restart the game but the graphics gameplay story and others are good i hope you can do something about the idle time
5,hi mihoyo i likelove genshin impact it is really cool i love exploring in the game d graphics so wonderful realistic views nature and many more i just have one problem can you put a feature in which we can send primogems to our friendsalso mora if this feature is added then it would be an outstanding game of exploration thank you in advance
5,the game is great even tho its laggy its our internet connection i love the character designs and the new places to explore in the world of teyvat so i give it aten over ten
2,i wish we can change our saved data to other server like i want to change my saved game to asia server because in playstation it is auto america server but my friends is in asia server and i cannot join them
4,the best game i have ever played totally zero ads but it can be really laggy sometimes
4,this game is truly amazing and getting better day by day though it has many bugs and features that could be fixed for a better game experience one minus my major issue is the storage this game is taking im not sure if there is a fix for it but it is getting out of hand and many mobile players are being forced to fully quit two minus on mobile most times the chat will not open or glitch in coop which is annoying but it usually comes back after a few seconds though its overall a great game i love it
4,its really addicting and all the characters are quite unique the one thing that bothers me is how laggy it is im not sure if it is because of the device im using but during most of the fights i seem to be lagging like crazy even switching characters take about seconds and sometimes it does not change at all
5,game is amazing i have never had so much fun in my life if you are gonna download this game pls do it is absolutely incredible and you will love it
5,i really enjoy this game so far graphics are amazing and the world exploring makes it hard to ever get bored the only issues i have had so far is that it heavily lags especially during battles and it will quit on me even when i have just started it up i have invested a lot of time in it but i find it hard to continue if it will just shut down on me like this so hopefully that gets fixed soon
4,overall it is a super fun game it is got me practically addicted only problem that i have is the amount of space it takes up no matter how many things i delete it still continously says that i have insufficient storage because of this i play on my playstation other problem is when i am close to ar sixty there is not much to do but commissions events or farming it gets boring now and then to log on but not being able to do much but other than that i love the game so much
2,may you fix this app please or i am reporting because i cannot play its saying i have storage which was i already deleted everything and it is still popping up on my screen please fix this app i would would give this a zero star but i cant fix it please and ty id enjoy your game if you did it has to be fix by tomorrow or today if you can please i really want to play this i think it is a cool game love yall guys
5,probably the best rpg game ive played has good sound effects character designs great graphics and amazing views i really like the story quests better it has very interesting plots and may take some time but really worth it though the game lags not sure if its my device or the game pack even at lowest graphics i lag so much give me primogems
